"Election_Date","Election_Type","Parliament","Province_Territory","Constituency","Combined_Key","Expected_Candidates","Expected_DM"
1972-10-30,"General","29","Quebec","Kamouraska","1972-10-30, Kamouraska, Quebec",4,1
1972-10-30,"General","29","Quebec","Labelle","1972-10-30, Labelle, Quebec",6,1
1972-10-30,"General","29","Quebec","Lac-Saint-Jean","1972-10-30, Lac-Saint-Jean, Quebec",4,1
1972-10-30,"General","29","Quebec","Lachine","1972-10-30, Lachine, Quebec",4,1
1972-10-30,"General","29","Quebec","Lafontaine","1972-10-30, Lafontaine, Quebec",5,1
1972-10-30,"General","29","Quebec","Langelier","1972-10-30, Langelier, Quebec",5,1
1972-10-30,"General","29","Quebec","Lapointe","1972-10-30, Lapointe, Quebec",4,1
1972-10-30,"General","29","Quebec","Laprairie","1972-10-30, Laprairie, Quebec",4,1
1972-10-30,"General","29","Quebec","Lasalle","1972-10-30, Lasalle, Quebec",4,1
1972-10-30,"General","29","Quebec","Laurier","1972-10-30, Laurier, Quebec",6,1
1972-10-30,"General","29","Quebec","Laval","1972-10-30, Laval, Quebec",5,1
1972-10-30,"General","29","Quebec","Lévis","1972-10-30, Lévis, Quebec",5,1
1972-10-30,"General","29","Quebec","Longueuil","1972-10-30, Longueuil, Quebec",7,1
1972-10-30,"General","29","Quebec","Lotbinière","1972-10-30, Lotbinière, Quebec",3,1
1972-10-30,"General","29","Quebec","Louis-Hébert","1972-10-30, Louis-Hébert, Quebec",6,1
1972-10-30,"General","29","Quebec","Maisonneuve--Rosemont","1972-10-30, Maisonneuve--Rosemont, Quebec",5,1
1972-10-30,"General","29","Quebec","Manicouagan","1972-10-30, Manicouagan, Quebec",4,1
1972-10-30,"General","29","Quebec","Matane","1972-10-30, Matane, Quebec",3,1
1972-10-30,"General","29","Quebec","Mercier","1972-10-30, Mercier, Quebec",4,1
1972-10-30,"General","29","Quebec","Montmorency","1972-10-30, Montmorency, Quebec",5,1
1972-10-30,"General","29","Quebec","Montreal--Bourassa","1972-10-30, Montreal--Bourassa, Quebec",4,1
1972-10-30,"General","29","Quebec","Mount Royal","1972-10-30, Mount Royal, Quebec",6,1
1972-10-30,"General","29","Quebec","Notre-Dame-de-Grâce","1972-10-30, Notre-Dame-de-Grâce, Quebec",4,1
1972-10-30,"General","29","Quebec","Outremont","1972-10-30, Outremont, Quebec",7,1
1972-10-30,"General","29","Quebec","Papineau","1972-10-30, Papineau, Quebec",5,1
1972-10-30,"General","29","Quebec","Pontiac","1972-10-30, Pontiac, Quebec",4,1
1972-10-30,"General","29","Quebec","Portneuf","1972-10-30, Portneuf, Quebec",4,1
1972-10-30,"General","29","Quebec","Québec-Est","1972-10-30, Québec-Est, Quebec",3,1
1972-10-30,"General","29","Quebec","Richelieu","1972-10-30, Richelieu, Quebec",5,1
1972-10-30,"General","29","Quebec","Richmond","1972-10-30, Richmond, Quebec",4,1
1972-10-30,"General","29","Quebec","Rimouski","1972-10-30, Rimouski, Quebec",4,1
1972-10-30,"General","29","Quebec","Rivière-du-Loup--Témiscouata","1972-10-30, Rivière-du-Loup--Témiscouata, Quebec",3,1
1972-10-30,"General","29","Quebec","Roberval","1972-10-30, Roberval, Quebec",3,1
1972-10-30,"General","29","Quebec","Saint-Denis","1972-10-30, Saint-Denis, Quebec",5,1
1972-10-30,"General","29","Quebec","Saint-Henri","1972-10-30, Saint-Henri, Quebec",6,1
1972-10-30,"General","29","Quebec","Saint-Hyacinthe","1972-10-30, Saint-Hyacinthe, Quebec",6,1
1972-10-30,"General","29","Quebec","Saint-Jacques","1972-10-30, Saint-Jacques, Quebec",8,1
1972-10-30,"General","29","Quebec","Saint-Jean","1972-10-30, Saint-Jean, Quebec",7,1
1972-10-30,"General","29","Quebec","Saint-Maurice","1972-10-30, Saint-Maurice, Quebec",5,1
1972-10-30,"General","29","Quebec","Saint-Michel","1972-10-30, Saint-Michel, Quebec",5,1
1972-10-30,"General","29","Quebec","Sainte-Marie","1972-10-30, Sainte-Marie, Quebec",7,1
1972-10-30,"General","29","Quebec","Shefford","1972-10-30, Shefford, Quebec",4,1
1972-10-30,"General","29","Quebec","Sherbrooke","1972-10-30, Sherbrooke, Quebec",7,1
1972-10-30,"General","29","Quebec","Témiscamingue","1972-10-30, Témiscamingue, Quebec",5,1
1972-10-30,"General","29","Quebec","Terrebonne","1972-10-30, Terrebonne, Quebec",4,1
1972-10-30,"General","29","Quebec","Trois-Rivières Métropolitain","1972-10-30, Trois-Rivières Métropolitain, Quebec",4,1
1972-10-30,"General","29","Quebec","Vaudreuil","1972-10-30, Vaudreuil, Quebec",6,1
1972-10-30,"General","29","Quebec","Verdun","1972-10-30, Verdun, Quebec",5,1
1972-10-30,"General","29","Quebec","Villeneuve","1972-10-30, Villeneuve, Quebec",4,1
1972-10-30,"General","29","Quebec","Westmount","1972-10-30, Westmount, Quebec",4,1
1972-10-30,"General","29","Newfoundland and Labrador","Bonavista--Trinity--Conception","1972-10-30, Bonavista--Trinity--Conception, Newfoundland and Labrador",5,1
1972-10-30,"General","29","Newfoundland and Labrador","Burin--Burgeo","1972-10-30, Burin--Burgeo, Newfoundland and Labrador",3,1
1972-10-30,"General","29","Newfoundland and Labrador","Gander--Twillingate","1972-10-30, Gander--Twillingate, Newfoundland and Labrador",3,1
1972-10-30,"General","29","Newfoundland and Labrador","Grand Falls--White Bay--Labrador","1972-10-30, Grand Falls--White Bay--Labrador, Newfoundland and Labrador",3,1
1972-10-30,"General","29","Newfoundland and Labrador","Humber--St. George's--St. Barbe","1972-10-30, Humber--St. George's--St. Barbe, Newfoundland and Labrador",3,1
1972-10-30,"General","29","Newfoundland and Labrador","St. John's East","1972-10-30, St. John's East, Newfoundland and Labrador",4,1
1972-10-30,"General","29","Newfoundland and Labrador","St. John's West","1972-10-30, St. John's West, Newfoundland and Labrador",4,1
1972-10-30,"General","29","New Brunswick","Carleton--Charlotte","1972-10-30, Carleton--Charlotte, New Brunswick",3,1
1972-10-30,"General","29","New Brunswick","Fundy--Royal","1972-10-30, Fundy--Royal, New Brunswick",4,1
1972-10-30,"General","29","New Brunswick","Gloucester","1972-10-30, Gloucester, New Brunswick",6,1
1972-10-30,"General","29","New Brunswick","Madawaska--Victoria","1972-10-30, Madawaska--Victoria, New Brunswick",3,1
1972-10-30,"General","29","New Brunswick","Moncton","1972-10-30, Moncton, New Brunswick",4,1
1972-10-30,"General","29","New Brunswick","Northumberland--Miramichi","1972-10-30, Northumberland--Miramichi, New Brunswick",4,1
1972-10-30,"General","29","New Brunswick","Restigouche","1972-10-30, Restigouche, New Brunswick",4,1
1972-10-30,"General","29","New Brunswick","Saint John--Lancaster","1972-10-30, Saint John--Lancaster, New Brunswick",4,1
1972-10-30,"General","29","New Brunswick","Westmorland--Kent","1972-10-30, Westmorland--Kent, New Brunswick",4,1
1972-10-30,"General","29","New Brunswick","York--Sunbury","1972-10-30, York--Sunbury, New Brunswick",3,1
1972-10-30,"General","29","Nova Scotia","Annapolis Valley","1972-10-30, Annapolis Valley, Nova Scotia",4,1
1972-10-30,"General","29","Nova Scotia","Cape Breton--East Richmond","1972-10-30, Cape Breton--East Richmond, Nova Scotia",3,1
1972-10-30,"General","29","Nova Scotia","Cape Breton--The Sydneys","1972-10-30, Cape Breton--The Sydneys, Nova Scotia",3,1
1972-10-30,"General","29","Nova Scotia","Cape Breton Highlands--Canso","1972-10-30, Cape Breton Highlands--Canso, Nova Scotia",3,1
1972-10-30,"General","29","Nova Scotia","Central Nova","1972-10-30, Central Nova, Nova Scotia",4,1
1972-10-30,"General","29","Nova Scotia","Cumberland--Colchester North","1972-10-30, Cumberland--Colchester North, Nova Scotia",4,1
1972-10-30,"General","29","Nova Scotia","Dartmouth--Halifax East","1972-10-30, Dartmouth--Halifax East, Nova Scotia",4,1
1972-10-30,"General","29","Nova Scotia","Halifax","1972-10-30, Halifax, Nova Scotia",4,1
1972-10-30,"General","29","Nova Scotia","Halifax--East Hants","1972-10-30, Halifax--East Hants, Nova Scotia",4,1
1972-10-30,"General","29","Nova Scotia","South Shore","1972-10-30, South Shore, Nova Scotia",3,1
1972-10-30,"General","29","Nova Scotia","South Western Nova","1972-10-30, South Western Nova, Nova Scotia",4,1
1972-10-30,"General","29","Prince Edward Island","Cardigan","1972-10-30, Cardigan, Prince Edward Island",3,1
1972-10-30,"General","29","Prince Edward Island","Egmont","1972-10-30, Egmont, Prince Edward Island",4,1
1972-10-30,"General","29","Prince Edward Island","Hillsborough","1972-10-30, Hillsborough, Prince Edward Island",3,1
1972-10-30,"General","29","Prince Edward Island","Malpeque","1972-10-30, Malpeque, Prince Edward Island",3,1
1972-10-30,"General","29","Yukon","Yukon","1972-10-30, Yukon, Yukon",4,1
1972-10-30,"General","29","Northwest Territories","Northwest Territories","1972-10-30, Northwest Territories, Northwest Territories",3,1
1974-07-08,"General","30","British Columbia","Burnaby--Richmond--Delta","1974-07-08, Burnaby--Richmond--Delta, British Columbia",5,1
1974-07-08,"General","30","British Columbia","Burnaby--Seymour","1974-07-08, Burnaby--Seymour, British Columbia",6,1
1974-07-08,"General","30","British Columbia","Capilano","1974-07-08, Capilano, British Columbia",5,1
1974-07-08,"General","30","British Columbia","Coast Chilcotin","1974-07-08, Coast Chilcotin, British Columbia",4,1
1974-07-08,"General","30","British Columbia","Comox--Alberni","1974-07-08, Comox--Alberni, British Columbia",4,1
1974-07-08,"General","30","British Columbia","Esquimalt--Saanich","1974-07-08, Esquimalt--Saanich, British Columbia",5,1
1974-07-08,"General","30","British Columbia","Fraser Valley East","1974-07-08, Fraser Valley East, British Columbia",3,1
1974-07-08,"General","30","British Columbia","Fraser Valley West","1974-07-08, Fraser Valley West, British Columbia",6,1
1974-07-08,"General","30","British Columbia","Kamloops--Cariboo","1974-07-08, Kamloops--Cariboo, British Columbia",4,1
1974-07-08,"General","30","British Columbia","Kootenay West","1974-07-08, Kootenay West, British Columbia",3,1
1974-07-08,"General","30","British Columbia","Nanaimo--Cowichan--The Islands","1974-07-08, Nanaimo--Cowichan--The Islands, British Columbia",4,1
1974-07-08,"General","30","British Columbia","New Westminster","1974-07-08, New Westminster, British Columbia",7,1
1974-07-08,"General","30","British Columbia","Okanagan--Kootenay","1974-07-08, Okanagan--Kootenay, British Columbia",5,1
1974-07-08,"General","30","British Columbia","Okanagan Boundary","1974-07-08, Okanagan Boundary, British Columbia",4,1
1974-07-08,"General","30","British Columbia","Prince George--Peace River","1974-07-08, Prince George--Peace River, British Columbia",4,1
1974-07-08,"General","30","British Columbia","Skeena","1974-07-08, Skeena, British Columbia",3,1
1974-07-08,"General","30","British Columbia","Surrey--White Rock","1974-07-08, Surrey--White Rock, British Columbia",7,1
1974-07-08,"General","30","British Columbia","Vancouver Centre","1974-07-08, Vancouver Centre, British Columbia",6,1
1974-07-08,"General","30","British Columbia","Vancouver East","1974-07-08, Vancouver East, British Columbia",5,1
1974-07-08,"General","30","British Columbia","Vancouver Kingsway","1974-07-08, Vancouver Kingsway, British Columbia",5,1
1974-07-08,"General","30","British Columbia","Vancouver Quadra","1974-07-08, Vancouver Quadra, British Columbia",6,1
1974-07-08,"General","30","British Columbia","Vancouver South","1974-07-08, Vancouver South, British Columbia",5,1
1974-07-08,"General","30","British Columbia","Victoria","1974-07-08, Victoria, British Columbia",4,1
1974-07-08,"General","30","Alberta","Athabasca","1974-07-08, Athabasca, Alberta",3,1
1974-07-08,"General","30","Alberta","Battle River","1974-07-08, Battle River, Alberta",4,1
1974-07-08,"General","30","Alberta","Calgary Centre","1974-07-08, Calgary Centre, Alberta",6,1
1974-07-08,"General","30","Alberta","Calgary North","1974-07-08, Calgary North, Alberta",4,1
1974-07-08,"General","30","Alberta","Calgary South","1974-07-08, Calgary South, Alberta",5,1
1974-07-08,"General","30","Alberta","Crowfoot","1974-07-08, Crowfoot, Alberta",4,1
1974-07-08,"General","30","Alberta","Edmonton--Strathcona","1974-07-08, Edmonton--Strathcona, Alberta",7,1
1974-07-08,"General","30","Alberta","Edmonton Centre","1974-07-08, Edmonton Centre, Alberta",7,1
1974-07-08,"General","30","Alberta","Edmonton East","1974-07-08, Edmonton East, Alberta",7,1
1974-07-08,"General","30","Alberta","Edmonton West","1974-07-08, Edmonton West, Alberta",6,1
1974-07-08,"General","30","Alberta","Lethbridge","1974-07-08, Lethbridge, Alberta",4,1
1974-07-08,"General","30","Alberta","Medicine Hat","1974-07-08, Medicine Hat, Alberta",4,1
1974-07-08,"General","30","Alberta","Palliser","1974-07-08, Palliser, Alberta",4,1
1974-07-08,"General","30","Alberta","Peace River","1974-07-08, Peace River, Alberta",4,1
1974-07-08,"General","30","Alberta","Pembina","1974-07-08, Pembina, Alberta",8,1
1974-07-08,"General","30","Alberta","Red Deer","1974-07-08, Red Deer, Alberta",4,1
1974-07-08,"General","30","Alberta","Rocky Mountain","1974-07-08, Rocky Mountain, Alberta",4,1
1974-07-08,"General","30","Alberta","Vegreville","1974-07-08, Vegreville, Alberta",4,1
1974-07-08,"General","30","Alberta","Wetaskiwin","1974-07-08, Wetaskiwin, Alberta",4,1
1974-07-08,"General","30","Saskatchewan","Assiniboia","1974-07-08, Assiniboia, Saskatchewan",4,1
1974-07-08,"General","30","Saskatchewan","Battleford--Kindersley","1974-07-08, Battleford--Kindersley, Saskatchewan",3,1
1974-07-08,"General","30","Saskatchewan","Mackenzie","1974-07-08, Mackenzie, Saskatchewan",4,1
1974-07-08,"General","30","Saskatchewan","Meadow Lake","1974-07-08, Meadow Lake, Saskatchewan",4,1
1974-07-08,"General","30","Saskatchewan","Moose Jaw","1974-07-08, Moose Jaw, Saskatchewan",4,1
1974-07-08,"General","30","Saskatchewan","Prince Albert","1974-07-08, Prince Albert, Saskatchewan",4,1
1974-07-08,"General","30","Saskatchewan","Qu'Appelle--Moose Mountain","1974-07-08, Qu'Appelle--Moose Mountain, Saskatchewan",5,1
1974-07-08,"General","30","Saskatchewan","Regina--Lake Centre","1974-07-08, Regina--Lake Centre, Saskatchewan",5,1
1974-07-08,"General","30","Saskatchewan","Regina East","1974-07-08, Regina East, Saskatchewan",6,1
1974-07-08,"General","30","Saskatchewan","Saskatoon--Biggar","1974-07-08, Saskatoon--Biggar, Saskatchewan",4,1
1974-07-08,"General","30","Saskatchewan","Saskatoon--Humboldt","1974-07-08, Saskatoon--Humboldt, Saskatchewan",4,1
1974-07-08,"General","30","Saskatchewan","Swift Current--Maple Creek","1974-07-08, Swift Current--Maple Creek, Saskatchewan",4,1
1974-07-08,"General","30","Saskatchewan","Yorkton--Melville","1974-07-08, Yorkton--Melville, Saskatchewan",5,1
1974-07-08,"General","30","Manitoba","Brandon--Souris","1974-07-08, Brandon--Souris, Manitoba",4,1
1974-07-08,"General","30","Manitoba","Churchill","1974-07-08, Churchill, Manitoba",4,1
1974-07-08,"General","30","Manitoba","Dauphin","1974-07-08, Dauphin, Manitoba",3,1
1974-07-08,"General","30","Manitoba","Lisgar","1974-07-08, Lisgar, Manitoba",4,1
1974-07-08,"General","30","Manitoba","Marquette","1974-07-08, Marquette, Manitoba",4,1
1974-07-08,"General","30","Manitoba","Portage","1974-07-08, Portage, Manitoba",5,1
1974-07-08,"General","30","Manitoba","Provencher","1974-07-08, Provencher, Manitoba",4,1
1974-07-08,"General","30","Manitoba","Selkirk","1974-07-08, Selkirk, Manitoba",4,1
1974-07-08,"General","30","Manitoba","St. Boniface","1974-07-08, St. Boniface, Manitoba",4,1
1974-07-08,"General","30","Manitoba","Winnipeg North","1974-07-08, Winnipeg North, Manitoba",6,1
1974-07-08,"General","30","Manitoba","Winnipeg North Centre","1974-07-08, Winnipeg North Centre, Manitoba",7,1
1974-07-08,"General","30","Manitoba","Winnipeg South","1974-07-08, Winnipeg South, Manitoba",7,1
1974-07-08,"General","30","Manitoba","Winnipeg South Centre","1974-07-08, Winnipeg South Centre, Manitoba",5,1
1974-07-08,"General","30","Ontario","Algoma","1974-07-08, Algoma, Ontario",4,1
1974-07-08,"General","30","Ontario","Brant","1974-07-08, Brant, Ontario",4,1
1974-07-08,"General","30","Ontario","Broadview","1974-07-08, Broadview, Ontario",6,1
1974-07-08,"General","30","Ontario","Bruce","1974-07-08, Bruce, Ontario",3,1
1974-07-08,"General","30","Ontario","Cochrane","1974-07-08, Cochrane, Ontario",4,1
1974-07-08,"General","30","Ontario","Davenport","1974-07-08, Davenport, Ontario",6,1
1974-07-08,"General","30","Ontario","Don Valley","1974-07-08, Don Valley, Ontario",6,1
1974-07-08,"General","30","Ontario","Eglinton","1974-07-08, Eglinton, Ontario",6,1
1974-07-08,"General","30","Ontario","Elgin","1974-07-08, Elgin, Ontario",4,1
1974-07-08,"General","30","Ontario","Essex--Windsor","1974-07-08, Essex--Windsor, Ontario",3,1
1974-07-08,"General","30","Ontario","Etobicoke","1974-07-08, Etobicoke, Ontario",5,1
1974-07-08,"General","30","Ontario","Fort William","1974-07-08, Fort William, Ontario",5,1
1974-07-08,"General","30","Ontario","Frontenac--Lennox and Addington","1974-07-08, Frontenac--Lennox and Addington, Ontario",3,1
1974-07-08,"General","30","Ontario","Glengarry--Prescott--Russell","1974-07-08, Glengarry--Prescott--Russell, Ontario",3,1
1974-07-08,"General","30","Ontario","Greenwood","1974-07-08, Greenwood, Ontario",7,1
1974-07-08,"General","30","Ontario","Grenville--Carleton","1974-07-08, Grenville--Carleton, Ontario",3,1
1974-07-08,"General","30","Ontario","Grey--Simcoe","1974-07-08, Grey--Simcoe, Ontario",4,1
1974-07-08,"General","30","Ontario","Halton","1974-07-08, Halton, Ontario",3,1
1974-07-08,"General","30","Ontario","Halton--Wentworth","1974-07-08, Halton--Wentworth, Ontario",3,1
1974-07-08,"General","30","Ontario","Hamilton--Wentworth","1974-07-08, Hamilton--Wentworth, Ontario",3,1
1974-07-08,"General","30","Ontario","Hamilton East","1974-07-08, Hamilton East, Ontario",6,1
1974-07-08,"General","30","Ontario","Hamilton Mountain","1974-07-08, Hamilton Mountain, Ontario",5,1
1974-07-08,"General","30","Ontario","Hamilton West","1974-07-08, Hamilton West, Ontario",6,1
1974-07-08,"General","30","Ontario","Hastings","1974-07-08, Hastings, Ontario",4,1
1974-07-08,"General","30","Ontario","High Park--Humber Valley","1974-07-08, High Park--Humber Valley, Ontario",6,1
1974-07-08,"General","30","Ontario","Huron--Middlesex","1974-07-08, Huron--Middlesex, Ontario",3,1
1974-07-08,"General","30","Ontario","Kenora--Rainy River","1974-07-08, Kenora--Rainy River, Ontario",3,1
1974-07-08,"General","30","Ontario","Kent--Essex","1974-07-08, Kent--Essex, Ontario",3,1
1974-07-08,"General","30","Ontario","Kingston and the Islands","1974-07-08, Kingston and the Islands, Ontario",3,1
1974-07-08,"General","30","Ontario","Kitchener","1974-07-08, Kitchener, Ontario",5,1
1974-07-08,"General","30","Ontario","Lambton--Kent","1974-07-08, Lambton--Kent, Ontario",3,1
1974-07-08,"General","30","Ontario","Lanark--Renfrew--Carleton","1974-07-08, Lanark--Renfrew--Carleton, Ontario",3,1
1974-07-08,"General","30","Ontario","Leeds","1974-07-08, Leeds, Ontario",3,1
1974-07-08,"General","30","Ontario","Lincoln","1974-07-08, Lincoln, Ontario",4,1
1974-07-08,"General","30","Ontario","London East","1974-07-08, London East, Ontario",6,1
1974-07-08,"General","30","Ontario","London West","1974-07-08, London West, Ontario",4,1
1974-07-08,"General","30","Ontario","Middlesex--London--Lambton","1974-07-08, Middlesex--London--Lambton, Ontario",4,1
1974-07-08,"General","30","Ontario","Mississauga","1974-07-08, Mississauga, Ontario",5,1
1974-07-08,"General","30","Ontario","Niagara Falls","1974-07-08, Niagara Falls, Ontario",4,1
1974-07-08,"General","30","Ontario","Nickel Belt","1974-07-08, Nickel Belt, Ontario",3,1
1974-07-08,"General","30","Ontario","Nipissing","1974-07-08, Nipissing, Ontario",3,1
1974-07-08,"General","30","Ontario","Norfolk--Haldimand","1974-07-08, Norfolk--Haldimand, Ontario",3,1
1974-07-08,"General","30","Ontario","Northumberland--Durham","1974-07-08, Northumberland--Durham, Ontario",3,1
1974-07-08,"General","30","Ontario","Ontario","1974-07-08, Ontario, Ontario",3,1
1974-07-08,"General","30","Ontario","Oshawa--Whitby","1974-07-08, Oshawa--Whitby, Ontario",5,1
1974-07-08,"General","30","Ontario","Ottawa--Carleton","1974-07-08, Ottawa--Carleton, Ontario",3,1
1974-07-08,"General","30","Ontario","Ottawa--Vanier","1974-07-08, Ottawa--Vanier, Ontario",6,1
1974-07-08,"General","30","Ontario","Ottawa Centre","1974-07-08, Ottawa Centre, Ontario",7,1
1974-07-08,"General","30","Ontario","Ottawa West","1974-07-08, Ottawa West, Ontario",7,1
1974-07-08,"General","30","Ontario","Oxford","1974-07-08, Oxford, Ontario",3,1
1974-07-08,"General","30","Ontario","Parkdale","1974-07-08, Parkdale, Ontario",6,1
1974-07-08,"General","30","Ontario","Parry Sound--Muskoka","1974-07-08, Parry Sound--Muskoka, Ontario",3,1
1974-07-08,"General","30","Ontario","Peel--Dufferin--Simcoe","1974-07-08, Peel--Dufferin--Simcoe, Ontario",6,1
1974-07-08,"General","30","Ontario","Perth--Wilmot","1974-07-08, Perth--Wilmot, Ontario",3,1
1974-07-08,"General","30","Ontario","Peterborough","1974-07-08, Peterborough, Ontario",4,1
1974-07-08,"General","30","Ontario","Port Arthur","1974-07-08, Port Arthur, Ontario",5,1
1974-07-08,"General","30","Ontario","Prince Edward--Hastings","1974-07-08, Prince Edward--Hastings, Ontario",4,1
1974-07-08,"General","30","Ontario","Renfrew North--Nipissing East","1974-07-08, Renfrew North--Nipissing East, Ontario",3,1
1974-07-08,"General","30","Ontario","Rosedale","1974-07-08, Rosedale, Ontario",6,1
1974-07-08,"General","30","Ontario","Sarnia--Lambton","1974-07-08, Sarnia--Lambton, Ontario",4,1
1974-07-08,"General","30","Ontario","Sault Ste. Marie","1974-07-08, Sault Ste. Marie, Ontario",4,1
1974-07-08,"General","30","Ontario","Scarborough East","1974-07-08, Scarborough East, Ontario",6,1
1974-07-08,"General","30","Ontario","Scarborough West","1974-07-08, Scarborough West, Ontario",5,1
1974-07-08,"General","30","Ontario","Simcoe North","1974-07-08, Simcoe North, Ontario",5,1
1974-07-08,"General","30","Ontario","Spadina","1974-07-08, Spadina, Ontario",7,1
1974-07-08,"General","30","Ontario","St. Catharines","1974-07-08, St. Catharines, Ontario",6,1
1974-07-08,"General","30","Ontario","St. Paul's","1974-07-08, St. Paul's, Ontario",6,1
1974-07-08,"General","30","Ontario","Stormont--Dundas","1974-07-08, Stormont--Dundas, Ontario",3,1
1974-07-08,"General","30","Ontario","Sudbury","1974-07-08, Sudbury, Ontario",4,1
1974-07-08,"General","30","Ontario","Thunder Bay","1974-07-08, Thunder Bay, Ontario",3,1
1974-07-08,"General","30","Ontario","Timiskaming","1974-07-08, Timiskaming, Ontario",4,1
1974-07-08,"General","30","Ontario","Timmins","1974-07-08, Timmins, Ontario",5,1
1974-07-08,"General","30","Ontario","Toronto--Lakeshore","1974-07-08, Toronto--Lakeshore, Ontario",5,1
1974-07-08,"General","30","Ontario","Trinity","1974-07-08, Trinity, Ontario",6,1
1974-07-08,"General","30","Ontario","Victoria--Haliburton","1974-07-08, Victoria--Haliburton, Ontario",3,1
1974-07-08,"General","30","Ontario","Waterloo--Cambridge","1974-07-08, Waterloo--Cambridge, Ontario",5,1
1974-07-08,"General","30","Ontario","Welland","1974-07-08, Welland, Ontario",4,1
1974-07-08,"General","30","Ontario","Wellington","1974-07-08, Wellington, Ontario",7,1
1974-07-08,"General","30","Ontario","Wellington--Grey--Dufferin--Waterloo","1974-07-08, Wellington--Grey--Dufferin--Waterloo, Ontario",3,1
1974-07-08,"General","30","Ontario","Windsor--Walkerville","1974-07-08, Windsor--Walkerville, Ontario",5,1
1974-07-08,"General","30","Ontario","Windsor West","1974-07-08, Windsor West, Ontario",4,1
1974-07-08,"General","30","Ontario","York--Scarborough","1974-07-08, York--Scarborough, Ontario",6,1
1974-07-08,"General","30","Ontario","York--Simcoe","1974-07-08, York--Simcoe, Ontario",3,1
1974-07-08,"General","30","Ontario","York Centre","1974-07-08, York Centre, Ontario",7,1
1974-07-08,"General","30","Ontario","York East","1974-07-08, York East, Ontario",6,1
1974-07-08,"General","30","Ontario","York North","1974-07-08, York North, Ontario",4,1
1974-07-08,"General","30","Ontario","York South","1974-07-08, York South, Ontario",6,1
1974-07-08,"General","30","Ontario","York West","1974-07-08, York West, Ontario",7,1
1974-07-08,"General","30","Quebec","Abitibi","1974-07-08, Abitibi, Quebec",5,1
1974-07-08,"General","30","Quebec","Ahuntsic","1974-07-08, Ahuntsic, Quebec",6,1
1974-07-08,"General","30","Quebec","Argenteuil--Deux-Montagnes","1974-07-08, Argenteuil--Deux-Montagnes, Quebec",4,1
1974-07-08,"General","30","Quebec","Beauce","1974-07-08, Beauce, Quebec",5,1
1974-07-08,"General","30","Quebec","Beauharnois--Salaberry","1974-07-08, Beauharnois--Salaberry, Quebec",5,1
1974-07-08,"General","30","Quebec","Bellechasse","1974-07-08, Bellechasse, Quebec",4,1
1974-07-08,"General","30","Quebec","Berthier","1974-07-08, Berthier, Quebec",4,1
1974-07-08,"General","30","Quebec","Bonaventure--Îles-de-la-Madeleine","1974-07-08, Bonaventure--Îles-de-la-Madeleine, Quebec",3,1
1974-07-08,"General","30","Quebec","Brome--Missisquoi","1974-07-08, Brome--Missisquoi, Quebec",4,1
1974-07-08,"General","30","Quebec","Chambly","1974-07-08, Chambly, Quebec",5,1
1974-07-08,"General","30","Quebec","Champlain","1974-07-08, Champlain, Quebec",4,1
1974-07-08,"General","30","Quebec","Charlevoix","1974-07-08, Charlevoix, Quebec",4,1
1974-07-08,"General","30","Quebec","Chicoutimi","1974-07-08, Chicoutimi, Quebec",5,1
1974-07-08,"General","30","Quebec","Compton","1974-07-08, Compton, Quebec",4,1
1974-07-08,"General","30","Quebec","Dollard","1974-07-08, Dollard, Quebec",5,1
1974-07-08,"General","30","Quebec","Drummond","1974-07-08, Drummond, Quebec",4,1
1974-07-08,"General","30","Quebec","Duvernay","1974-07-08, Duvernay, Quebec",4,1
1974-07-08,"General","30","Quebec","Frontenac","1974-07-08, Frontenac, Quebec",4,1
1974-07-08,"General","30","Quebec","Gamelin","1974-07-08, Gamelin, Quebec",5,1
1974-07-08,"General","30","Quebec","Gaspé","1974-07-08, Gaspé, Quebec",2,1
1974-07-08,"General","30","Quebec","Gatineau","1974-07-08, Gatineau, Quebec",4,1
1974-07-08,"General","30","Quebec","Hochelaga","1974-07-08, Hochelaga, Quebec",7,1
1974-07-08,"General","30","Quebec","Hull","1974-07-08, Hull, Quebec",5,1
1974-07-08,"General","30","Quebec","Joliette","1974-07-08, Joliette, Quebec",6,1
1974-07-08,"General","30","Quebec","Kamouraska","1974-07-08, Kamouraska, Quebec",3,1
1974-07-08,"General","30","Quebec","Labelle","1974-07-08, Labelle, Quebec",7,1
1974-07-08,"General","30","Quebec","Lac-Saint-Jean","1974-07-08, Lac-Saint-Jean, Quebec",4,1
1974-07-08,"General","30","Quebec","Lachine--Lakeshore","1974-07-08, Lachine--Lakeshore, Quebec",6,1
1974-07-08,"General","30","Quebec","Lafontaine","1974-07-08, Lafontaine, Quebec",6,1
1974-07-08,"General","30","Quebec","Langelier","1974-07-08, Langelier, Quebec",8,1
1974-07-08,"General","30","Quebec","Lapointe","1974-07-08, Lapointe, Quebec",5,1
1974-07-08,"General","30","Quebec","Laprairie","1974-07-08, Laprairie, Quebec",4,1
1974-07-08,"General","30","Quebec","Lasalle--Émard--Côte Saint-Paul","1974-07-08, Lasalle--Émard--Côte Saint-Paul, Quebec",5,1
1974-07-08,"General","30","Quebec","Laurier","1974-07-08, Laurier, Quebec",7,1
1974-07-08,"General","30","Quebec","Laval","1974-07-08, Laval, Quebec",5,1
